title,author,source,data,KnowledgeNetcont,downloadCount
"The AI techno-economic complex System: Worldwide landscape, thematic subdomains and technological collaborations",Riccardo Righi;;Sofia Samoili;;Montserrat López Cobo;;Miguel Vázquez-Prada Baillet;;Melisande Cardona;;Giuditta De Prato,,2020-04-02,0,0
Cost savings in colonoscopy withartificial intelligence–aided polyp diagnosis: an add-on analysis of a clinical trial (with video),Yuichi Mori;;Shin-ei Kudo;;James E. East;;Amit Rastogi;;Michael Bretthauer;;Masashi Misawa;;Masau Sekiguchi;;Takahisa Matsuda;;Yutaka Saito;;Hiroaki Ikematsu;;Kinichi Hotta;;Kazuo Ohtsuka;;Toyoki Kudo;;Kensaku Mori,,2020-04-02,0,0
The nature of the ArtificiallyIntelligentFirm - An economic investigation into changes that AI brings to the firm,Dirk Nicolas Wagner,,2020-04-02,0,0
From digital hype to analogue reality: Universal simulation beyond the quantum and exascale eras,Peter V. Coveney;;Roger R. Highfield,,2020-04-02,0,0
Discreteartificialelectric field algorithm for high-order graph matching,Anita;;Anupam Yadav,,2020-04-02,0,0
Electronic Health Records to Predict Gestational Diabetes Risk,Bilal A. Mateen;;Anna L. David;;Spiros Denaxas,,2020-04-02,0,0
Facial-Expression Recognition: an emergent approach to the measurement of tourist satisfaction through emotions,M.Rosario González-Rodríguez;;M.Carmen Díaz-Fernández;;Carmen Pacheco Gómez,,2020-04-02,0,0
Applications ofartificial intelligencein multimodality cardiovascular imaging: A state-of-the-art review,Bo Xu;;Duygu Kocyigit;;Richard Grimm;;Brian P. Griffin;;Feixiong Cheng,,2020-04-02,0,0
Artificial intelligenceand machine learning in nephropathology,Jan U. Becker;;David Mayerich;;Meghana Padmanabhan;;Jonathan Barratt;;Angela Ernst;;Peter Boor;;Pietro A. Cicalese;;Chandra Mohan;;Hien V. Nguyen;;Badrinath Roysam,,2020-04-02,0,0
"Dark, Beyond Deep: A Paradigm Shift to Cognitive AI with Humanlike Common Sense",Yixin Zhu;;Tao Gao;;Lifeng Fan;;Siyuan Huang;;Mark Edmonds;;Hangxin Liu;;Feng Gao;;Chi Zhang;;Siyuan Qi;;Ying Nian Wu;;Joshua B. Tenenbaum;;Song-Chun Zhu,,2020-04-02,0,0
Artificial Intelligencein Dermatology: A Primer,Albert T. Young;;Mulin Xiong;;Jacob Pfau;;Michael J. Keiser;;Maria L. Wei,,2020-04-02,0,0
Artificial Intelligence: Enabling Technology to Empower Society,Yue-Guang Lyu,,2020-04-02,0,0
Threeartificial intelligencedata challenges based on CT and MRI,N. Lassau;;I. Bousaid;;E. Chouzenoux;;J.P. Lamarque;;B. Charmettant;;M. Azoulay;;F. Cotton;;A. Khalil;;O. Lucidarme;;F. Pigneur;;Y. Benaceur;;A. Sadate;;M. Lederlin;;F. Laurent;;G. Chassagnon;;O. Ernst;;G. Ferreti;;Y. Diascorn;;P.Y. Brillet;;M. Creze;;L. Cassagnes;;C. Caramella;;A. Loubet;;A. Dallongeville;;N. Abassebay;;M. Ohana;;N. Banaste;;M. Cadi;;J. Behr;;L. Boussel;;L. Fournier;;M. Zins;;J.P. Beregi;;A. Luciani;;A. Cotten;;J.F. Meder,,2020-04-02,0,0
Attitudes of Patients and Their Relatives TowardArtificial Intelligencein Neurosurgery,Paolo Palmisciano;;Aimun A.B. Jamjoom;;Daniel Taylor;;Danail Stoyanov;;Hani J. Marcus,,2020-04-02,0,0
Artificial intelligencemethod to design and fold alpha-helical structural proteins from the primary amino acid sequence,Zhao Qin;;Lingfei Wu;;Hui Sun;;Siyu Huo;;Tengfei Ma;;Eugene Lim;;Pin-Yu Chen;;Benedetto Marelli;;Markus J. Buehler,,2020-04-02,0,0
Ethics of autonomous weapons systems and its applicability to any AI systems,Ángel Gómez de Ágreda,,2020-04-02,0,0
Predicting the likelihood of need for future keratoplasty intervention usingartificial intelligence,Siamak Yousefi;;Hidenori Takahashi;;Takahiko Hayashi;;Hironobu Tampo;;Satoru Inoda;;Yusuke Arai;;Hitoshi Tabuchi;;Penny Asbell,,2020-04-02,0,0
Comparison ofArtificial Intelligencebased approaches to cell function prediction,Sarala Padi;;Petru Manescu;;Nicholas Schaub;;Nathan Hotaling;;Carl Simon;;Kapil Bharti;;Peter Bajcsy,,2020-04-02,0,0
Accurate prediction of responses to transarterial chemoembolization for patients with hepatocellular carcinoma by usingartificial intelligencein contrast-enhanced ultrasound,Dan Liu;;Fei Liu;;Xiaoyan Xie;;Liya Su;;Ming Liu;;Xiaohua Xie;;Ming Kuang;;Guangliang Huang;;Yuqi Wang;;Hui Zhou;;Kun Wang;;Manxia Lin;;Jie Tian,,2020-04-02,0,0
Test-retest reproducibility of a deep learning–based automatic detection algorithm for the chest radiograph,Hyungjin Kim;;Chang Min Park;;Jin Mo Goo,,2020-04-02,0,0
Artificial intelligencefor detecting small FDG-positive lung nodules in digital PET/CT: impact of image reconstructions on diagnostic performance,Moritz Schwyzer;;Katharina Martini;;Dominik C. Benz;;Irene A. Burger;;Daniela A. Ferraro;;Ken Kudura;;Valerie Treyer;;Gustav K. von Schulthess;;Philipp A. Kaufmann;;Martin W. Huellner;;Michael Messerli,,2020-04-02,0,0
"Human-CenteredArtificial Intelligence: Reliable, Safe & Trustworthy",Shneiderman,,2020-04-02,0,0
Modeling the infiltration process with soft computing techniques,Sihag;;Singh;;Sepah Vand;;Mehdipour,,2020-04-02,0,0
Design of water supply system from rivers usingartificial intelligenceto model water hammer,Salimi;;Karami;;Farzin;;Hassanvand;;Azad;;Kisi,,2020-04-02,0,0
Artificial Intelligencein Service ofHumanNeeds: Pragmatic First Steps Toward an Ethics for Semi-Autonomous Agents,Travis N. Rieder;;Brian Hutler;;Debra J. H. Mathews,,2020-04-02,0,0
"Obviously You, Maybe You,ArtificialYou: Exploring the Impact ofArtificial IntelligenceTechnologies on Consciousness and Personal Identity",John Banja,,2020-04-02,0,0
“Sorry I Didn’t Hear You.” The Ethics of Voice Computing and AI in High Risk Mental Health Populations,Christopher Villongco;;Fazal Khan,,2020-04-02,0,0
Artificial Intelligencein Clinical Neuroscience: Methodological and Ethical Challenges,Marcello Ienca;;Karolina Ignatiadis,,2020-04-02,0,0
Deep Fakes and Memory Malleability: False Memories in the Service of Fake News,Nadine Liv;;Dov Greenbaum,,2020-04-02,0,0
新型基础设施投资与产业结构转型升级,郭凯明; 潘珊; 颜色,中国工业经济,2020-04-01,0,490
通用人工智能的数学基础初探,吕陈君;邹晓辉;,自然辩证法研究,2020-04-01,0,42
司法大数据与司法公正的实现,王佳云,吉首大学学报(社会科学版),2020-04-01,0,70
人工智能到底存在什么风险:一种类型学的划分,梅立润,吉首大学学报(社会科学版),2020-04-01,0,105
古籍数字化、数字人文与古代文学研究——访中国社会科学院郑永晓教授,郑永晓; 段海蓉,吉首大学学报(社会科学版),2020-04-01,0,55
以学生创新发展为核心的一流本科教育建设,陈亮,吉首大学学报(社会科学版),2020-04-01,0,43
基于模板替换的室内场景建模方法研究,张肇轩; 杨鑫; 朴星霖; 王鹏杰; 尹宝才,图学学报,2020-04-01,0,15
人工智能时代法学高等教育的变革与应对,季连帅; 何颖,黑龙江社会科学,2020-04-01,0,239
从信息化呈现到体系性构建:判例运用视角下判例检索系统的建设与发展,李鑫,四川大学学报(哲学社会科学版),2020-04-01,0,22
超越阅卷:司法信息化背景下的刑事被告人数据访问权研究,郑曦,河南大学学报(社会科学版),2020-04-01,0,12
移动互联网·大数据·智能化：人工智能时代权力的规训路径,叶娟丽; 徐琴,兰州大学学报(社会科学版),2020-04-01,0,156
我国《著作权法》中公有领域的立法构造,李建华; 梁九业,河南大学学报(社会科学版),2020-04-01,0,75
人工智能产业的商业模式探究,周及真,财会月刊,2020-04-01,0,133
人工智能中的封闭性和强封闭性——现有成果的能力边界、应用条件和伦理风险,陈小平,智能系统学报,2020-04-01,0,96
人工智能时代政治权力的双重面相,徐琳; 徐超,兰州大学学报(社会科学版),2020-04-01,0,77
人工智能赋能信息无障碍：模式、问题与展望,郭亚军; 卢星宇; 张瀚文,情报理论与实践,2020-04-01,0,159
人工智能技术发展趋势研究,侯佳忆; 吴刚,科技风,2020-04-01,0,406
商业航天智能测运控初探,刘昭; 杨艳平,科技风,2020-04-01,0,22
人工智能技术在电力系统继电保护中的应用,杨雨婵,科技风,2020-04-01,0,77
"依托雄安新区建设,探索河北智慧城市运行体制与机制研究",李敏贤,科技风,2020-04-01,0,102
人工智能对会计行业的影响及应对措施探究,王颖慧; 柯林昊,商讯,2020-04-01,0,120
基于系统GMM的我国人工智能对产业转型升级影响效应分析,沈赏,工业技术经济,2020-04-01,0,96
我国智能人才需求预测研究,吴淑娟; 吴海民,大学教育,2020-04-01,0,16
基于人工智能的肢体动作类教学管理系统研究,马骁; 韩维佳; 李子琦,大学教育,2020-04-01,0,36
基于云班课人工智能应用的过程性评价研究,刘毅;聂志妍;杨丽君;方文娟;莫非;盛跃颖,医学教育研究与实践,2020-04-01,0,34
一种基于北斗物联网的智能灌溉信息管理系统,杨丙辉,中国科技信息,2020-04-01,0,0
不一样的新基建,,经济,2020-04-01,0,0
人工智能背景下会计发展趋势,贾大任,合作经济与科技,2020-04-01,0,0
人工智能对劳动者就业影响效应探究,马文婷,合作经济与科技,2020-04-01,0,0
人工智能会计人才培养研究,耿若璇; 季青青,合作经济与科技,2020-04-01,0,0
一种具有人工智能的呼尘改障尘高聚能新材料,吕爱民;,劳动保护,2020-04-01,0,0
以人工智能赋能高等学校立德树人,任志锋,社会科学战线,2020-04-01,0,0
“新基建”正逢其时为经济发展赋能,,新理财,2020-04-01,0,0
人类命运的决定因素,玛雅·加拉卡·朱杰耶维奇,新理财,2020-04-01,0,0
新基建 新机遇,刘冲,中国眼镜科技杂志,2020-04-01,0,0
借助人工智能的风口，零售行业或将迎来新变局,Echo,中国眼镜科技杂志,2020-04-01,0,0
新职业 新机遇,金之平,天津日报,2020-04-01,0,17
疫情让多少未来提前到来,清华大学新闻学院教授 沈阳,环球时报,2020-04-01,0,59
超前布局新基建 迎风逐浪自贸港,张磊 刘允明 省委政策研究室,海南日报,2020-04-01,0,0
新基建，重庆怎么抓,两江君,重庆日报,2020-04-01,0,0
Automated volumetric assessment withartificialneural networks might enable a more accurate assessment of disease burden in patients with multiple sclerosis,Gianluca Brugnara;;Fabian Isensee;;Ulf Neuberger;;David Bonekamp;;Jens Petersen;;Ricarda Diem;;Brigitte Wildemann;;Sabine Heiland;;Wolfgang Wick;;Martin Bendszus;;Klaus Maier-Hein;;Philipp Kickingereder,,2020-04-01,0,0
A NovelArtificial IntelligenceApproach to Predict Blast-Induced Ground Vibration in Open-Pit Mines Based on the Firefly Algorithm andArtificialNeural Network,Yonghui Shang;;Hoang Nguyen;;Xuan-Nam Bui;;Quang-Hieu Tran;;Hossein Moayedi,,2020-04-01,0,0
"Equilibrium, kinetics andartificial intelligencecharacteristic analysis for Zn (II) ion adsorption on rice husks digested with nitric acid",Sami Ullah;;Mohammed Ali Assiri;;Mohamad Azmi Bustam;;Abdullah G. Al-Sehemi;;Firas A. Abdul Kareem;;Ahmad Irfan,,2020-04-01,0,0
Analyzing multimodal transportation problem and its application toartificial intelligence,Gurupada Maity;;Sankar Kumar Roy;;José Luis Verdegay,,2020-04-01,0,0
Predicting the Volatility of Highway Construction Cost Index Using Long Short-Term Memory,Yang Cao;;Baabak Ashuri,,2020-04-01,0,0
"Machine learning andartificial intelligenceresearch for patient benefit: 20 critical questions on transparency, replicability, ethics, and effectiveness",,,2020-04-01,0,0
Canartificial intelligencereplace manual search for systematic literature? Review on cutaneous manifestations in primary Sjögren’s syndrome,Orgeolet Laure;;Foulquier Nathan;;Misery Laurent;;Redou Pascal;;Pers Jacques-Olivier;;Devauchelle-Pensec Valérie;;Saraux Alain,,2020-04-01,0,0
人工智能在医院管理中的运用初探,高深甚; 何奕,重庆医学,2020-03-31,0,112
糖尿病视网膜病变的社区预防,王登学; 刘珏; 陈再洪,重庆医学,2020-03-31,0,43
论人工智能生成内容的可版权性——以我国著作权法语境中的独创性为中心进行考察,陈虎,情报杂志,2020-03-31,0,180
CT检查在2019冠状病毒病筛查、诊断及治疗中的应用价值,黎格;熊曾;周晖;谢江平;陈伟;周漠玲;朱智明;周高峰;刘进康,中南大学学报(医学版),2020-03-31,0,244
大数据驱动下的老油田精细注水优化方法,贾德利;刘合;张吉群;龚斌;王全宾;杨清海,石油勘探与开发,2020-03-31,0,49
基于数据分布特性的代价敏感宽度学习系统,徐鹏飞; 王敏; 刘金平; 唐朝晖; 马天雨,控制与决策,2020-03-31,0,17
基于CPS+的新型智慧城市高质量发展模式及新型智慧城乡关系构建研究,杜明芳,土木建筑工程信息技术,2020-03-31,0,61
长江经济带人工智能产业发展趋势演进及空间非均衡特征研究,李旭辉; 彭勃; 程刚; 魏瑞斌,情报杂志,2020-03-31,0,89
论出版企业智能化营销管理系统的建构,杜方伟,科技与出版,2020-03-31,0,38
行人跟踪算法及应用综述,曹自强; 赛斌; 吕欣,物理学报,2020-03-31,0,163
我国数字创意技术的发展现状及展望,邓磊; 王妙辉; 范雷东; 袁圆; 王振中,中国工程科学,2020-03-31,0,63
新神经算法芯片有了“嗅觉”,张梦然,仪器仪表用户,2020-03-31,0,18
提速数字基建建设，激活高质量发展源动力,中国工业互联网研究院院长 徐晓兰,人民邮电,2020-03-31,0,7
“数字英国”挑战尚存，前景看好,中国信息通信研究院产业与规划研究所 单寅,人民邮电,2020-03-31,0,0
新职业成发展新动能,韩秉志,太原日报,2020-03-31,0,0
Open banking experiences set the stage for Open X,Elias Ghanem,,2020-03-31,0,0
Explainable AI in banking,Joost van der Burgt,,2020-03-31,0,0
"Uncovering hidden signals for sustainable investing using Big Data:Artificial intelligence, machine learning and natural language processing",Madelyn Antoncic,,2020-03-31,0,0
Revolutionising the consumer banking experience withartificial intelligence,Tiffany Carpenter,,2020-03-31,0,0
Applications ofArtificial IntelligenceTechniques to Enhance Sustainability of Industry 4.0: Design of anArtificialNeural Network Model as Dynamic Behavior Optimizer of Robotic Arms,Aydin Azizi;;Robert Hakl,,2020-03-31,0,0
Research on Hybrid Wind Speed Prediction System Based onArtificial Intelligenceand Double Prediction Scheme,Ying Nie;;He Bo;;Weiqun Zhang;;Haipeng Zhang;;Chittaranjan Hens,,2020-03-31,0,0
混合人-机行为与经济理论基础研究的创新发展,王国成,人文杂志,2020-03-30,0,34
中国人工智能的经济风险及其防范,程承坪; 彭欢,人文杂志,2020-03-30,0,119
智能经济创新区的兴起和发展——以杭州市为例,刘刚; 杜爽,人文杂志,2020-03-30,0,65
基于案例式的医学本科生人工智能课程教学与实践,张小勤; 谭立文; 吴毅; 刘丽,重庆医学,2020-03-30,0,80
浅谈财务核算智能化管理——以B银行为例,耿斯,财会学习,2020-03-30,0,37
本期“人工智能”专栏评述,梁应敞,电子科技大学学报,2020-03-30,0,30
面向智能通信的深度强化学习方法,谭俊杰; 梁应敞,电子科技大学学报,2020-03-30,0,57
论自动驾驶汽车交通事故致人损害的民事责任,田韶华; 陈杰,河北经贸大学学报(综合版),2020-03-30,0,42
人工智能给法律职业带来的困境及应对,王勇旗,河北经贸大学学报(综合版),2020-03-30,0,50
降低知识获取认知摩擦的情境教学策略,李晶,戏剧之家,2020-03-30,0,3
基于SCP视角分析5G时代广播电视产业的发展路径,孙茜,戏剧之家,2020-03-30,0,37
疫情倒逼航运数字化变革,钟远,珠江水运,2020-03-30,0,0
信息化新技术在集装箱运输业中的应用探索,吴俞萍,珠江水运,2020-03-30,0,0
AI赋能文化产业的管理制度创新研究,张书勤,出版广角,2020-03-30,0,0
技术赋能or技术附庸：智媒时代文化产业的技术垄断与规制,刘志杰; 智慧,出版广角,2020-03-30,0,0
新基建引领发展新浪潮,乐兵,中国纪检监察报,2020-03-30,0,63
数据驱动未来 但不是一切,中国工程院院士 李培根,中国信息化周报,2020-03-30,0,3
我们对人工智能的误解有多深,中国科学技术大学教授 陈小平,北京日报,2020-03-30,0,113
让“新基建”为发展注入新动能,张稼文,昆明日报,2020-03-30,0,40
如何让“新基建”更好发力,西部数字经济研究院院长、教授 张鸿 柏露,西安日报,2020-03-30,0,137
AIOps:在IT运维中注入智能,Maria Korolov 编译 Charles,计算机世界,2020-03-30,0,0
6G的关键特征与挑战,芬兰奥卢大学及70位通信专家 编译 赛迪智库电子信息研究所,通信产业报,2020-03-30,0,0
A Comprehensive Analysis Regarding Several Breakthroughs Based on ComputerIntelligenceTargeting Various Syndromes,Darsh Shah;;Rutvik Dixit;;Aneri Shah;;Priyam Shah;;Manan Shah,,2020-03-30,0,0
Recognizing states of psychological vulnerability to suicidal behavior: a Bayesian network ofartificial intelligenceapplied to a clinical sample,Jorge Barros;;Susana Morales;;Arnol García;;Orietta Echávarri;;Ronit Fischman;;Marta Szmulewicz;;Claudia Moya;;Catalina Núñez;;Alemka Tomicic,,2020-03-30,0,0
Text and phone calls: user behaviour and dual-channel communication prediction,Shamaila Hayat;;Aimal Rextin;;Adnan Idris;;Mehwish Nasim,,2020-03-30,0,0
Model‐InformedArtificial Intelligence: Reinforcement Learning for Precision Dosing,Benjamin Ribba;;Sherri Dudal;;Thierry Lavé;;Richard W. Peck,,2020-03-30,0,0
Artificial Intelligenceand Machine Learning: Will Clinical Pharmacologists Be Needed in the Next Decade? The John Henry Question,Brian W. Corrigan,,2020-03-30,0,0
WillArtificial Intelligencefor Drug Discovery Impact Clinical Pharmacology?,Alex Zhavoronkov;;Quentin Vanhaelen;;Tudor I. Oprea,,2020-03-30,0,0
"The swarm that we already are: artificiallyintelligent(AI) swarming ‘insect drones’, targeting and international humanitarian law in a posthuman ecology",Matilda Arvidsson,,2020-03-30,0,0
Optimization of Smart Traffic Governance System UsingArtificial Intelligence,Aayush Sukhadia;;Khush Upadhyay;;Meghashree Gundeti;;Smit Shah;;Manan Shah,,2020-03-29,0,0
Big data andartificial intelligencediscover novel drugs targeting proteins without 3D structure and overcome the undruggable targets,Huiqin He;;Benquan Liu;;Hongyi Luo;;Tingting Zhang;;Jingwei Jiang,,2020-03-29,0,0
服装销售预测方法研究进展,周小溪; 徐行; 孟剑飞; 苏旭中,针织工业,2020-03-28,0,15
从记忆与智能的关系看人工智能的发展,杨庆峰,长沙理工大学学报(社会科学版),2020-03-28,0,35
技术主体异化维度及其探源,闫坤如; 曹彦娜,长沙理工大学学报(社会科学版),2020-03-28,0,18
人工智能技术设计的认识论问题——基于认识论史的研究述评,黎昔柒,长沙理工大学学报(社会科学版),2020-03-28,0,36
科技部支持重庆等四地建人工智能国家试验区,,汽车零部件,2020-03-28,0,2
车身焊接自动化技术的发展应用,杨玻;张开熙;邹勇;,汽车零部件,2020-03-28,0,17
用“小AI”解决人工智能的“大”烦恼,,汽车零部件,2020-03-28,0,12
山东能源临矿集团大数据成功入围国家示范项目,,山东煤炭科技,2020-03-28,0,0
主持人寄语:人工智能时代的翻译技术研究,王华树,外国语言与文化,2020-03-28,0,0
人工智能时代的翻译技术研究:内涵、分类与趋势,王华树; 李智,外国语言与文化,2020-03-28,0,0
